sector,ticker_a,ticker_b,name_a,name_b,eg_adf_stat,eg_pvalue,fdr_level,bh_critical_pvalue,passes_bh,hedge_ratio_beta,intercept_alpha,half_life_days,ar1_alpha,ar1_beta,zscore_window,latest_zscore,max_abs_zscore,threshold_breached,breach_date,ar1_sign_agreement_recent,ar1_latest_residual,zscore_delta_latest,zscore_delta2_latest,zscore_turning_recent,momentum_read
CA_BANKS,BNS.TO,RY.TO,BANK OF NOVA SCOTIA,ROYAL BANK OF CANADA,-3.7821140672962654,0.0030957051440431388,0.05,0.0030957051440431388,True,1.1143987966973383,-1.4609748127303606,8.880037373712335,-0.0001274602540104325,-0.07805678640631356,27.0,1.2562110000618458,4.334041343476579,False,,0.2,0.00214406661974735,-0.13396866309434574,-0.07254040916943083,True,mixed signal
CA_BANKS,NA.TO,RY.TO,NATIONAL BANK OF CANADA,ROYAL BANK OF CANADA,-3.1551756720524917,0.022730369107290867,0.05,0.0030957051440431388,False,1.098935489101522,-0.7853801558383013,,,,,,,,,,,,,,
CA_BANKS,CM.TO,NA.TO,CANADIAN IMPERIAL BANK OF COMME,NATIONAL BANK OF CANADA,-2.6104963028244734,0.0908472422087121,0.05,0.0030957051440431388,False,1.2767588328622612,-1.7305318954652593,,,,,,,,,,,,,,
CA_BANKS,BNS.TO,NA.TO,BANK OF NOVA SCOTIA,NATIONAL BANK OF CANADA,-2.6021191868899742,0.09256006515347953,0.05,0.0030957051440431388,False,1.0154344593854354,-0.671279619944019,,,,,,,,,,,,,,
CA_BANKS,BNS.TO,CM.TO,BANK OF NOVA SCOTIA,CANADIAN IMPERIAL BANK OF COMME,-2.39899136130705,0.14202129190360585,0.05,0.0030957051440431388,False,0.7953368185118768,0.7049829781681947,,,,,,,,,,,,,,
CA_BANKS,BMO.TO,CM.TO,BANK OF MONTREAL,CANADIAN IMPERIAL BANK OF COMME,-2.375364342089586,0.14881069565850835,0.05,0.0030957051440431388,False,0.8548806200486623,1.0832163877245606,,,,,,,,,,,,,,
CA_BANKS,RY.TO,TD.TO,ROYAL BANK OF CANADA,TORONTO-DOMINION BANK,-2.3475439982202824,0.15709203352618312,0.05,0.0030957051440431388,False,0.7215949148670943,1.9161575071947565,,,,,,,,,,,,,,
CA_BANKS,BMO.TO,RY.TO,BANK OF MONTREAL,ROYAL BANK OF CANADA,-2.2445564671692524,0.19047308720409217,0.05,0.0030957051440431388,False,1.2034864786291875,-1.2743763632886749,,,,,,,,,,,,,,
CA_BANKS,BMO.TO,TD.TO,BANK OF MONTREAL,TORONTO-DOMINION BANK,-2.172702277201929,0.21630168315054144,0.05,0.0030957051440431388,False,0.8683509460758845,1.0320529826634233,,,,,,,,,,,,,,
CA_BANKS,CM.TO,TD.TO,CANADIAN IMPERIAL BANK OF COMME,TORONTO-DOMINION BANK,-2.081307190256269,0.25209719688041005,0.05,0.0030957051440431388,False,1.0187668176109754,-0.07359154468097451,,,,,,,,,,,,,,
CA_BANKS,BMO.TO,NA.TO,BANK OF MONTREAL,NATIONAL BANK OF CANADA,-2.046790357597,0.2664412143357816,0.05,0.0030957051440431388,False,1.0961040154878559,-0.4190474869480685,,,,,,,,,,,,,,
CA_BANKS,NA.TO,TD.TO,NATIONAL BANK OF CANADA,TORONTO-DOMINION BANK,-2.0383178686327224,0.2700287714266427,0.05,0.0030957051440431388,False,0.7920099956027095,1.3248109489551942,,,,,,,,,,,,,,
